Id,saleprice
1461,115795.1009
1462,165872.7946
1463,170469.0099
1464,179826.1914
1465,187855.6465
1466,166979.4799
1467,182646.7659
1468,155364.2816
1469,199635.4669
1470,110300.0467
1471,196522.5533
1472,104777.4083
1473,93309.01033
1474,149476.4214
1475,114888.6386
1476,344330.2723
1477,241621.3189
1478,301226.7107
1479,283206.52
1480,416026.2427
1481,278275.9643
1482,208132.5316
1483,180764.1363
1484,171995.5095
1485,187764.4449
1486,205809.3156
1487,303258.9926
1488,235292.4791
1489,186622.1577
1490,238226.6438
1491,212358.5644
1492,93452.1699
1493,169085.3487
1494,271142.6005
1495,270439.0891
1496,237991.3679
1497,182898.2747
1498,170103.075
1499,162085.2527
1500,153718.6032
1501,193639.7187
1502,148379.6196
1503,265170.787
1504,232676.8539
1505,216536.8627
1506,184595.1339
1507,245285.1093
1508,199017.303
1509,157988.9737
1510,134084.417
1511,145567.5102
1512,182941.8126
1513,153368.7568
1514,122702.1617
1515,208524.4792
1516,166048.5367
1517,161340.1921
1518,123793.1454
1519,232109.5582
1520,120268.5218
1521,121493.5014
1522,193204.4281
1523,98638.72032
1524,137956.0709
1525,105329.9552
1526,78450.80026
1527,96833.09459
1528,144625.4244
1529,131279.6133
1530,187072.5349
1531,112331.0217
1532,94259.80735
1533,146979.5355
1534,152127.4879
1535,157238.5457
1536,106508.371
1537,47692.72031
1538,173444.0339
1539,248734.9481
1540,103897.2847
1541,147521.8277
1542,150349.1716
1543,190725.9407
1544,89402.97291
1545,113801.1544
1546,130550.8983
1547,144313.8295
1548,143510.0501
1549,119947.0258
1550,131564.6345
1551,139089.0064
1552,136182.2517
1553,163068.1919
1554,121788.3652
1555,156969.9978
1556,122827.2281
1557,101290.2667
1558,108106.1919
1559,73075.41261
1560,121721.266
1561,129099.6802
1562,116211.4648
1563,110137.8688
1564,162560.4506
1565,131146.2583
1566,236205.6377
1567,86094.88829
1568,227070.6298
1569,116147.578
1570,135651.1825
1571,91390.11175
1572,147705.933
1573,251567.0696
1574,124834.9356
1575,237252.0206
1576,241444.0584
1577,194909.835
1578,158648.2587
1579,138187.9089
1580,186238.7322
1581,154409.2682
1582,126974.1226
1583,284968.1511
1584,226626.9254
1585,156371.6498
1586,38988.24242
1587,110579.0565
1588,154088.7445
1589,111517.3591
1590,131910.2924
1591,68087.48442
1592,128900.7151
1593,125699.4643
1594,139449.0754
1595,100578.5644
1596,210178.088
1597,168498.5443
1598,192040.312
1599,188580.5165
1600,185059.1009
1601,40077.51882
1602,119074.1604
1603,64522.61367
1604,267162.5383
1605,242499.853
1606,167476.6955
1607,168102.1729
1608,212386.1543
1609,189126.206
1610,145226.7747
1611,122246.9829
1612,189405.5329
1613,157175.5217
1614,124147.4994
1615,73247.91108
1616,52253.17836
1617,76937.56953
1618,111834.6314
1619,150522.6435
1620,160718.1091
1621,138662.2779
1622,142760.5307
1623,259117.5697
1624,215765.0638
1625,131875.5773
1626,170116.3043
1627,179360.4857
1628,279409.8491
1629,174544.5502
1630,325426.6578
1631,194178.5566
1632,221284.1021
1633,177904.6634
1634,182549.2676
1635,175316.5889
1636,154916.3181
1637,185612.8504
1638,208749.5858
1639,179160.2159
1640,268010.859
1641,179574.0605
1642,241398.3024
1643,222792.9093
1644,227745.1448
1645,227870.7936
1646,149701.6266
1647,157740.1864
1648,124603.8047
1649,131494.7767
1650,100980.2119
1651,110053.4686
1652,100969.8539
1653,101106.0468
1654,144705.8135
1655,140040.0399
1656,139267.5612
1657,145384.5785
1658,150847.8233
1659,117285.2407
1660,149011.327
1661,401033.8583
1662,344379.9172
1663,374124.2826
1664,433728.5639
1665,325294.8566
1666,288896.2523
1667,350378.4114
1668,341124.2467
1669,314305.305
1670,338579.2218
1671,245746.1313
1672,372767.8777
1673,272541.6676
1674,252035.2839
1675,205042.6112
1676,201175.1546
1677,202546.8907
1678,419384.4459
1679,342646.9412
1680,313519.9554
1681,277034.8871
1682,282626.9119
1683,190771.3723
1684,190555.9443
1685,190097.5918
1686,176383.2497
1687,185665.2068
1688,200539.5207
1689,206307.2632
1690,199276.7606
1691,189911.3889
1692,267813.4195
1693,187047.8297
1694,171426.1595
1695,161605.4416
1696,269454.958
1697,157502.964
1698,300883.2826
1699,290059.8348
1700,240058.9415
1701,262717.6814
1702,253931.62
1703,240322.0074
1704,278285.3429
1705,260534.5774
1706,386362.0516
1707,215216.1459
1708,200002.2481
1709,258873.1807
1710,223151.3327
1711,267364.9579
1712,240864.4473
1713,263645.3723
1714,219724.9961
1715,203574.0842
1716,188668.9014
1717,184550.1834
1718,138120.1969
1719,214654.8979
1720,250477.0631
1721,186015.1914
1722,126409.0984
1723,159066.2382
1724,212817.83
1725,233468.1375
1726,201413.9866
1727,160165.0396
1728,192342.8801
1729,163624.4889
1730,159994.163
1731,110813.1539
1732,116800.0718
1733,109797.9777
1734,111768.2484
1735,137746.4883
1736,97371.60337
1737,285395.2814
1738,238650.3189
1739,259917.2001
1740,201038.1556
